"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var21","hum_assistance_income_cal","na","NA","NA",57.9112775041879,NA,34.8707284029961,80.9518266053796,NA,NA
"dependent.var22","remittance_income_cal","na","NA","NA",16.2536216405984,NA,12.6734701577453,19.8337731234515,NA,NA
"dependent.var23","loans_income_cal","na","NA","NA",541.554957365444,NA,422.542359028402,660.567555702485,NA,NA
"dependent.var24","asset_selling_income_cal","na","NA","NA",10.5722435198659,NA,7.47605864398436,13.6684283957474,NA,NA
"dependent.var25","total_income_cal","na","NA","NA",1808.40337056614,NA,1655.72863841356,1961.07810271872,NA,NA
"1157","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"No, it changed mostly because of displacement in the past year","NA",0.0678022953715271,NA,0.0487457415821839,0.0868588491608702,NA,NA
"2157","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"No, it changes with the harvest","NA",0.0531310809815312,NA,0.0446146104398749,0.0616475515231875,NA,NA
"3141","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"No, it changes every month","NA",0.685026038192382,NA,0.663843928021457,0.706208148363308,NA,NA
"435","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"No, it changes with the seasons summer/winter (irrespective of harvest)","NA",0.0892680786694171,NA,0.0733389486087495,0.105197208730085,NA,NA
"531","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"No, it changed for another reason(s)","NA",0.0101083859803109,NA,0.00763122986050158,0.0125855421001202,NA,NA
"628","Did the average monthly (30 days) income from your main income source stay the same for most times in the past year?",NA,"Yes","NA",0.0946641208048316,NA,0.0811218031248188,0.108206438484844,NA,NA
"1158","Does the household currently have debt?",NA,"No","NA",0.28383248834751,NA,0.260612480894998,0.307052495800022,NA,NA
"2158","Does the household currently have debt?",NA,"Yes","NA",0.71616751165249,NA,0.692947504199978,0.739387519105001,NA,NA
"dependent.var26","debt_amount_cal","na","NA","NA",9790.70091813635,NA,8838.77031912226,10742.6315171504,NA,NA
"1159","What was the primary reason behind taking on debt? ",NA,"Purchasing productive assets or agricultural inputs such as fertilizer, tools, and seeds","NA",0.0107735362252801,NA,0.0068074359633359,0.0147396364872242,NA,NA
"2159","What was the primary reason behind taking on debt? ",NA,"Costs of displacement (smuggler, transport)","NA",0.0592611902366532,NA,0.0482692129141379,0.0702531675591685,NA,NA
"3142","What was the primary reason behind taking on debt? ",NA,"Food","NA",0.361773332341121,NA,0.338108664418945,0.385438000263297,NA,NA
"436","What was the primary reason behind taking on debt? ",NA,"Healthcare","NA",0.249118292231793,NA,0.223720389918175,0.274516194545411,NA,NA
"532","What was the primary reason behind taking on debt? ",NA,"Extra costs of hosting displaced HH members","NA",0.0710383000098347,NA,0.0576339339645148,0.0844426660551546,NA,NA
"629","What was the primary reason behind taking on debt? ",NA,"Other","NA",0.0187721395260572,NA,0.0136306236378115,0.023913655414303,NA,NA
"728","What was the primary reason behind taking on debt? ",NA,"Rent","NA",0.0621270160455718,NA,0.0513552549043607,0.0728987771867829,NA,NA
"823","What was the primary reason behind taking on debt? ",NA,"Shelter repairs","NA",0.0982125304470987,NA,0.0832826512013577,0.11314240969284,NA,NA
"919","What was the primary reason behind taking on debt? ",NA,"Wedding / Celebrations","NA",0.0689236629365903,NA,0.0601733339000027,0.077673991973178,NA,NA
"dependent.var27","food_exp_cal","na","NA","NA",0.634499378813892,NA,0.600105979732494,0.66889277789529,NA,NA
"dependent.var28","water_expt_cal","na","NA","NA",0.0177655820078428,NA,0.0147261530927555,0.02080501092293,NA,NA
"dependent.var29","rent_exp_cal","na","NA","NA",0.114292122104162,NA,0.0924614967663297,0.136122747441994,NA,NA
"dependent.var30","fuel_exp_cal","na","NA","NA",0.0923644001611598,NA,0.0831552035883233,0.101573596733996,NA,NA
"dependent.var31","debt_exp_cal","na","NA","NA",0.0480303572463862,NA,0.0372329956806908,0.0588277188120816,NA,NA
"dependent.var32","basic_needs_cal","na","NA","NA",1.75647843232865,NA,1.7136286438066,1.79932822085069,NA,NA
"1160","lcsi_score",NA,"1","NA",0.615973956186569,NA,0.591758342779543,0.640189569593594,NA,NA
"2160","lcsi_score",NA,"2","NA",0.081873572027773,NA,0.0709678777920351,0.0927792662635109,NA,NA
"3143","lcsi_score",NA,"3","NA",0.140216828860411,NA,0.117734244110867,0.162699413609954,NA,NA
"437","lcsi_score",NA,"4","NA",0.161935642925247,NA,0.131611601722802,0.192259684127693,NA,NA
"1161","lcsi_category",NA,"food_secure","NA",0.615973956186569,NA,0.591758342779543,0.640189569593594,NA,NA
"2161","lcsi_category",NA,"marginally_insecure","NA",0.081873572027773,NA,0.0709678777920351,0.0927792662635109,NA,NA
"3144","lcsi_category",NA,"moderately_insecure","NA",0.140216828860411,NA,0.117734244110867,0.162699413609954,NA,NA
"438","lcsi_category",NA,"severely_insecure","NA",0.161935642925247,NA,0.131611601722802,0.192259684127693,NA,NA
"1162","Migrated to look for work ",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.00165448808278129,NA,0.000547872930410009,0.00276110323515257,NA,NA
"2162","Migrated to look for work ",NA,"No","NA",0.656479670083282,NA,0.61902821749855,0.693931122668013,NA,NA
"3145","Migrated to look for work ",NA,"Not applicable","NA",0.00554116171952077,NA,0.00265662359251169,0.00842569984652986,NA,NA
"439","Migrated to look for work ",NA,"Yes","NA",0.336324680114416,NA,0.299479284950125,0.373170075278707,NA,NA
"1163","Increased daily labour (increase number of days, increase number of working hours)",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.00260835784268477,NA,0.000687045708397289,0.00452966997697226,NA,NA
"2163","Increased daily labour (increase number of days, increase number of working hours)",NA,"No","NA",0.40305007531585,NA,0.348883676211086,0.457216474420614,NA,NA
"3146","Increased daily labour (increase number of days, increase number of working hours)",NA,"Not applicable","NA",0.0100471354962172,NA,0.0055587195596164,0.014535551432818,NA,NA
"440","Increased daily labour (increase number of days, increase number of working hours)",NA,"Yes","NA",0.584294431345248,NA,0.530403747288594,0.638185115401902,NA,NA
"1164","Increased collection and sale of natural resources",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.0202417230249292,NA,0.0115023078913793,0.0289811381584791,NA,NA
"2164","Increased collection and sale of natural resources",NA,"No","NA",0.824041308060202,NA,0.797533881607783,0.850548734512622,NA,NA
"3147","Increased collection and sale of natural resources",NA,"Not applicable","NA",0.0168933580979798,NA,0.0103143193344521,0.0234723968615076,NA,NA
"441","Increased collection and sale of natural resources",NA,"Yes","NA",0.138823610816888,NA,0.115535719828432,0.162111501805345,NA,NA
"1165","Spent savings",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.0292887432635604,NA,0.0183938858208378,0.0401836007062829,NA,NA
"2165","Spent savings",NA,"No","NA",0.671496845465886,NA,0.62114656187313,0.721847129058642,NA,NA
"3148","Spent savings",NA,"Not applicable","NA",0.0160168710337856,NA,0.0104915387932113,0.0215422032743598,NA,NA
"442","Spent savings",NA,"Yes","NA",0.283197540236768,NA,0.235030957324022,0.331364123149514,NA,NA
"1166","Sold household assets (appliances, furniture, doors, windows, roof beams)                         ",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.0549163844833122,NA,0.040664429435644,0.0691683395309804,NA,NA
"2166","Sold household assets (appliances, furniture, doors, windows, roof beams)                         ",NA,"No","NA",0.810592088348581,NA,0.78591461333216,0.835269563365001,NA,NA
"3149","Sold household assets (appliances, furniture, doors, windows, roof beams)                         ",NA,"Not applicable","NA",0.0192675232641921,NA,0.0127511980549227,0.0257838484734615,NA,NA
"443","Sold household assets (appliances, furniture, doors, windows, roof beams)                         ",NA,"Yes","NA",0.115224003903915,NA,0.0943754507950533,0.136072557012777,NA,NA
"1167","Sold more animals than usual or earlier than usual ",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.0662258903082146,NA,0.0523032933278239,0.0801484872886053,NA,NA
"2167","Sold more animals than usual or earlier than usual ",NA,"No","NA",0.78657720319858,NA,0.75682207941511,0.81633232698205,NA,NA
"3150","Sold more animals than usual or earlier than usual ",NA,"Not applicable","NA",0.0327745887659929,NA,0.0196673349740761,0.0458818425579098,NA,NA
"444","Sold more animals than usual or earlier than usual ",NA,"Yes","NA",0.114422317727213,NA,0.0905858521350705,0.138258783319355,NA,NA
"1168","Borrow food or money for food",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.00971065247094819,NA,0.00655503669596959,0.0128662682459268,NA,NA
"2168","Borrow food or money for food",NA,"No","NA",0.190607482837518,NA,0.157379694972373,0.223835270702664,NA,NA
"3151","Borrow food or money for food",NA,"Not applicable","NA",0.00990905598957703,NA,0.00256574116432083,0.0172523708148332,NA,NA
"445","Borrow food or money for food",NA,"Yes","NA",0.789772808701956,NA,0.755902549085063,0.823643068318849,NA,NA
"1169","Sold income generating equipment",NA,"No, because I already sold those assets or have engaged in this activity within the last 12 months and cannot continue to do i","NA",0.0175934812734342,NA,0.0123595148499637,0.0228274476969046,NA,NA
"2169","Sold income generating equipment",NA,"No","NA",0.854081867240129,NA,0.830800932444995,0.877362802035262,NA,NA
"3152","Sold income generating equipment",NA,"Not applicable","NA",0.0242253771136601,NA,0.0173615547576692,0.031089199469651,NA,NA
"446","Sold income generating equipment",NA,"Yes","NA",0.104099274372777,NA,0.0838407536309194,0.124357795114635,NA,NA
